pos,neg,neu,compound
0.33,0.0,0.67,0.8126
0.251,0.097,0.652,0.7081
0.0,0.0,1.0,0.0
0.217,0.0,0.783,0.3612
0.188,0.143,0.669,0.128
0.155,0.0,0.845,0.0258
0.0,0.404,0.596,-0.9423
0.262,0.215,0.523,0.296
0.269,0.104,0.627,0.8473
0.177,0.221,0.601,-0.6148
0.209,0.0,0.791,0.4404
0.203,0.268,0.529,-0.7635
0.166,0.214,0.621,-0.1779
0.047,0.242,0.711,-0.915
0.0,0.251,0.749,-0.6908
0.062,0.408,0.53,-0.9601
0.0,0.0,1.0,0.0
0.206,0.218,0.576,-0.5481
0.195,0.154,0.651,0.1027
0.161,0.111,0.729,0.25
0.0,0.451,0.549,-0.959
0.15,0.611,0.24,-0.8271
0.0,0.194,0.806,-0.5574
0.0,0.0,1.0,0.0
0.0,0.677,0.323,-0.6369
0.11,0.148,0.742,0.1779
0.059,0.095,0.846,-0.34
0.05,0.187,0.763,-0.7783
0.069,0.0,0.931,0.5267
0.04,0.335,0.625,-0.9545
0.163,0.13,0.707,0.144
0.115,0.204,0.681,-0.6032
0.031,0.0,0.969,0.0772
0.0,0.0,1.0,0.0
0.041,0.08,0.879,-0.4767
0.0,0.179,0.821,-0.5719
0.043,0.458,0.498,-0.91
0.074,0.187,0.739,-0.5667
0.0,0.345,0.655,-0.8591
0.336,0.179,0.485,0.637
0.0,0.628,0.372,-0.9423
0.0,0.163,0.837,-0.5994
0.206,0.033,0.761,0.7009
0.115,0.238,0.647,-0.5614
0.036,0.225,0.74,-0.836
0.111,0.333,0.556,-0.6597
0.144,0.224,0.632,-0.34
0.0,0.0,1.0,0.0
0.238,0.0,0.762,0.3612
0.093,0.068,0.839,0.0258
0.0,0.496,0.504,-0.8957
0.216,0.0,0.784,0.5106
0.279,0.0,0.721,0.8357
0.0,0.076,0.924,-0.2411
0.0,0.204,0.796,-0.7506
0.126,0.0,0.874,0.0772
0.059,0.102,0.839,-0.4417
0.0,0.0,1.0,0.0
0.0,0.273,0.727,-0.5423
0.0,0.0,1.0,0.0
0.0,0.324,0.676,-0.91
0.057,0.152,0.791,-0.6486
0.2,0.092,0.708,0.3818
0.0,0.198,0.802,-0.8779
0.104,0.1,0.796,0.0516
0.0,0.13,0.87,-0.5574
0.256,0.187,0.557,0.092
0.168,0.08,0.752,0.3612
0.075,0.231,0.694,-0.8519
0.055,0.246,0.699,-0.9287
0.0,0.5,0.5,-0.8402
0.148,0.223,0.629,-0.8225
0.135,0.0,0.865,0.3612
0.16,0.249,0.592,-0.3612
0.272,0.34,0.388,-0.1779
0.0,0.226,0.774,-0.8934
0.055,0.363,0.582,-0.8906
0.0,0.363,0.637,-0.8126
0.0,0.241,0.759,-0.9186
0.089,0.149,0.762,-0.6369
0.025,0.234,0.741,-0.8911
0.059,0.172,0.769,-0.6249
0.216,0.388,0.396,-0.7096
0.063,0.172,0.764,-0.6124
0.077,0.294,0.629,-0.802
0.309,0.136,0.555,0.8271
0.335,0.156,0.509,0.5994
0.048,0.145,0.807,-0.5632
0.0,0.217,0.783,-0.6124
0.0,0.074,0.926,-0.4767
0.575,0.0,0.425,0.6602
0.194,0.173,0.634,-0.1027
0.0,0.0,1.0,0.0
0.177,0.0,0.823,0.4215
0.234,0.0,0.766,0.6705
0.0,0.231,0.769,-0.4019
0.0,0.0,1.0,0.0
0.0,0.446,0.554,-0.9169
0.0,0.1,0.9,-0.0572
0.176,0.471,0.352,-0.8271
0.236,0.278,0.486,-0.2429
0.0,0.269,0.731,-0.7906
0.086,0.3,0.614,-0.908
0.0,0.576,0.424,-0.7783
0.135,0.259,0.607,-0.6908
0.101,0.271,0.628,-0.8336
0.251,0.0,0.749,0.7717
0.0,0.069,0.931,-0.3818
0.041,0.0,0.959,0.2263
0.0,0.517,0.483,-0.9432
0.0,0.286,0.714,-0.6124
0.218,0.0,0.782,0.4927
0.0,0.284,0.716,-0.9313
0.506,0.0,0.494,0.9552
0.035,0.154,0.811,-0.6608
0.0,0.285,0.715,-0.6115
0.073,0.146,0.781,-0.4404
0.261,0.186,0.553,0.5881
0.222,0.113,0.665,0.5267
0.085,0.403,0.513,-0.9081
0.0,0.138,0.862,-0.34
0.0,0.0,1.0,0.0
0.0,0.14,0.86,-0.7579
0.068,0.168,0.764,-0.7613
0.089,0.42,0.491,-0.7732
0.155,0.313,0.531,-0.4545
0.0,0.651,0.349,-0.6808
0.0,0.045,0.955,-0.3818
0.081,0.231,0.688,-0.5267
0.218,0.071,0.711,0.4767
0.051,0.0,0.949,0.0772
0.14,0.266,0.594,-0.8039
0.103,0.201,0.695,-0.7351
0.0,0.275,0.725,-0.5859
0.0,0.096,0.904,-0.5859
0.254,0.115,0.631,0.7906
0.238,0.116,0.646,0.6808
0.133,0.125,0.742,0.0772
0.0,0.198,0.802,-0.4939
0.0,0.354,0.646,-0.9595
0.165,0.262,0.573,-0.8824
0.0,0.311,0.689,-0.5445
0.025,0.153,0.822,-0.8176
0.137,0.0,0.863,0.4019
0.0,0.248,0.752,-0.9169
0.215,0.333,0.452,-0.2716
0.0,0.233,0.767,-0.7906
0.166,0.32,0.514,-0.4011
0.32,0.138,0.542,0.8943
0.112,0.0,0.888,0.4144
0.0,0.245,0.755,-0.552
0.0,0.595,0.405,-0.8834
0.0,0.406,0.594,-0.836
0.051,0.027,0.922,0.0516
0.0,0.302,0.698,-0.9618
0.0,0.45,0.55,-0.875
0.107,0.445,0.448,-0.9816
0.0,0.0,1.0,0.0
0.0,0.128,0.872,-0.296
0.134,0.21,0.657,-0.7184
0.0,0.0,1.0,0.0
0.0,0.228,0.772,-0.7579
0.072,0.271,0.657,-0.9081
0.0,0.0,1.0,0.0
0.106,0.0,0.894,0.0772
0.0,0.0,1.0,0.0
0.0,0.213,0.787,-0.7964
0.094,0.0,0.906,0.4404
0.054,0.17,0.775,-0.7839
0.034,0.072,0.894,-0.1909
0.15,0.17,0.68,-0.0772
0.157,0.0,0.843,0.6597
0.143,0.0,0.857,0.3612
0.0,0.0,1.0,0.0
0.061,0.184,0.755,-0.5574
0.0,0.444,0.556,-0.8402
0.0,0.131,0.869,-0.7684
0.0,0.133,0.867,-0.6808
0.205,0.0,0.795,0.7351
0.208,0.039,0.753,0.7322
0.32,0.455,0.225,-0.5267
0.0,0.0,1.0,0.0
0.0,0.368,0.632,-0.5423
0.0,0.109,0.891,-0.5994
0.091,0.437,0.472,-0.9001
0.0,0.506,0.494,-0.6249
0.084,0.339,0.577,-0.8658
0.0,0.129,0.871,-0.6486
0.0,0.153,0.847,-0.4404
0.0,0.5,0.5,-0.6115
0.419,0.0,0.581,0.802
0.0,0.14,0.86,-0.6597
0.203,0.0,0.797,0.4215
0.087,0.245,0.668,-0.9218
0.0,0.419,0.581,-0.802
0.071,0.204,0.725,-0.7783
0.16,0.065,0.775,0.5082
0.0,0.346,0.654,-0.5719
0.125,0.0,0.875,0.3167
0.0,0.273,0.727,-0.4588
0.0,0.888,0.112,-0.836
0.0,0.467,0.533,-0.5423
0.0,0.553,0.447,-0.9442
0.0,0.0,1.0,0.0
0.214,0.194,0.592,-0.3182
0.0,0.481,0.519,-0.5719
0.061,0.111,0.828,-0.3919
0.0,0.226,0.774,-0.5423
0.081,0.207,0.712,-0.5994
0.105,0.193,0.702,-0.608
0.178,0.0,0.822,0.0772
0.0,0.271,0.729,-0.3818
0.115,0.165,0.719,-0.4767
0.171,0.289,0.54,-0.7906
0.301,0.08,0.619,0.8402
0.095,0.143,0.763,-0.3477
0.081,0.148,0.771,-0.5413
0.111,0.27,0.619,-0.5574
0.121,0.0,0.879,0.4404
0.0,0.368,0.632,-0.5423
0.044,0.316,0.64,-0.9424
0.2,0.213,0.587,-0.396
0.172,0.166,0.662,0.0258
0.0,0.292,0.708,-0.5106
0.049,0.068,0.883,-0.0045
0.446,0.0,0.554,0.8339
0.096,0.053,0.851,0.3818
0.0,0.34,0.66,-0.9163
0.0,0.308,0.692,-0.836
0.266,0.214,0.519,-0.0516
0.0,0.627,0.373,-0.9442
0.066,0.576,0.358,-0.8739
0.077,0.41,0.513,-0.8176
0.0,0.29,0.71,-0.6222
0.0,0.0,1.0,0.0
0.0,0.22,0.78,-0.4767
0.178,0.0,0.822,0.0772
0.0,0.039,0.961,-0.2617
0.185,0.0,0.815,0.3612
0.078,0.197,0.725,-0.6597
0.0,0.329,0.671,-0.9224
0.185,0.067,0.749,0.7354
0.0,0.274,0.726,-0.5267
0.0,0.387,0.613,-0.9731
0.0,0.119,0.881,-0.4767
0.0,0.368,0.632,-0.5423
0.0,0.138,0.862,-0.34
0.169,0.291,0.541,-0.4215
0.2,0.05,0.75,0.8126
0.144,0.411,0.445,-0.9042
0.121,0.097,0.782,0.296
0.197,0.059,0.744,0.6486
0.0,0.0,1.0,0.0
0.0,0.333,0.667,-0.4588
0.465,0.149,0.386,0.7609
0.0,0.595,0.405,-0.6597
0.053,0.472,0.475,-0.9716
0.107,0.241,0.652,-0.6256
0.142,0.103,0.755,0.4767
0.121,0.084,0.795,0.2023
0.178,0.202,0.62,-0.1851
0.0,0.167,0.833,-0.1531
0.0,0.559,0.441,-0.5859
0.195,0.0,0.805,0.6997
0.16,0.28,0.56,-0.6705
0.114,0.0,0.886,0.4019
0.142,0.147,0.711,-0.0534
0.241,0.422,0.338,-0.6486
0.0,0.572,0.428,-0.8934
0.286,0.0,0.714,0.34
0.0,0.552,0.448,-0.5719
0.0,0.251,0.749,-0.8658
0.379,0.103,0.518,0.7003
0.07,0.227,0.703,-0.711
0.054,0.231,0.714,-0.7351
0.349,0.0,0.651,0.5103
0.0,0.0,1.0,0.0
0.0,0.344,0.656,-0.6369
0.268,0.069,0.663,0.6008
0.0,0.0,1.0,0.0
0.135,0.284,0.581,-0.8885
0.0,0.429,0.571,-0.946
0.0,0.0,1.0,0.0
0.06,0.118,0.823,-0.4767
0.0,0.189,0.811,-0.7096
0.12,0.131,0.749,-0.0772
0.309,0.097,0.593,0.7184
0.0,0.496,0.504,-0.7845
0.086,0.313,0.601,-0.9512
0.0,0.135,0.865,-0.7717
0.0,0.0,1.0,0.0
0.0,0.213,0.787,-0.5859
0.0,0.257,0.743,-0.886
0.0,0.401,0.599,-0.7713
0.0,0.356,0.644,-0.8074
0.211,0.111,0.678,0.5809
0.0,0.233,0.767,-0.8321
0.143,0.0,0.857,0.6124
0.422,0.254,0.324,0.9829
0.134,0.143,0.724,-0.3612
0.049,0.191,0.76,-0.7236
0.092,0.396,0.512,-0.872
0.185,0.037,0.778,0.7153
0.0,0.518,0.482,-0.6486
0.0,0.266,0.734,-0.6908
0.536,0.0,0.464,0.9449
0.122,0.0,0.878,0.3612
0.058,0.254,0.687,-0.9081
0.0,0.27,0.73,-0.5719
0.0,0.123,0.877,-0.5216
0.059,0.166,0.775,-0.6774
0.0,0.0,1.0,0.0
0.0,0.223,0.777,-0.6486
0.058,0.067,0.876,-0.1027
0.0,0.259,0.741,-0.5423
0.166,0.241,0.593,-0.6319
0.237,0.0,0.763,0.4215
0.105,0.0,0.895,0.3291
0.051,0.432,0.516,-0.9747
0.0,0.252,0.748,-0.8442
0.188,0.0,0.812,0.5023
0.0,0.0,1.0,0.0
0.0,0.425,0.575,-0.5719
0.055,0.0,0.945,0.4215
0.222,0.0,0.778,0.3744
0.243,0.18,0.578,0.469
0.0,0.0,1.0,0.0
0.032,0.03,0.938,0.0258
0.0,0.217,0.783,-0.5574
0.242,0.0,0.758,0.4939
0.0,0.307,0.693,-0.6637
0.267,0.0,0.733,0.6249
0.0,0.0,1.0,0.0
0.117,0.117,0.766,0.0
0.107,0.435,0.458,-0.8625
0.197,0.195,0.609,0.0279
0.117,0.238,0.645,-0.4605
0.216,0.311,0.473,-0.34
0.044,0.071,0.884,-0.2163
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.312,0.0,0.688,0.7778
0.064,0.348,0.588,-0.7783
0.036,0.153,0.811,-0.7913
0.245,0.142,0.613,0.296
0.057,0.322,0.621,-0.8928
0.344,0.113,0.543,0.91
0.093,0.204,0.704,-0.4588
0.0,0.07,0.93,-0.2755
0.195,0.226,0.579,-0.1531
0.104,0.226,0.67,-0.8573
0.138,0.0,0.862,0.6623
0.399,0.0,0.601,0.8074
0.148,0.276,0.576,-0.7269
0.167,0.338,0.495,-0.7003
0.0,0.426,0.574,-0.9165
0.0,0.861,0.139,-0.9246
0.302,0.158,0.539,0.2803
0.041,0.312,0.647,-0.9538
0.0,0.193,0.807,-0.4357
0.237,0.095,0.667,0.4552
0.0,0.381,0.619,-0.6486
0.0,0.0,1.0,0.0
0.0,0.353,0.647,-0.802
0.0,0.0,1.0,0.0
0.0,0.181,0.819,-0.4767
0.213,0.18,0.607,0.4154
0.0,0.378,0.622,-0.5023
0.098,0.0,0.902,0.0772
0.394,0.0,0.606,0.7579
0.284,0.311,0.405,-0.0516
0.083,0.192,0.725,-0.6369
0.262,0.0,0.738,0.7783
0.0,0.612,0.388,-0.835
0.105,0.261,0.635,-0.8778
0.07,0.072,0.858,-0.0258
0.0,0.357,0.643,-0.836
0.0,0.205,0.795,-0.5574
0.053,0.295,0.652,-0.943
0.173,0.149,0.678,0.091
0.056,0.144,0.8,-0.6124
0.0,0.364,0.636,-0.9517
0.069,0.0,0.931,0.4404
0.0,0.0,1.0,0.0
0.0,0.357,0.643,-0.9219
0.086,0.282,0.632,-0.9407
0.0,0.202,0.798,-0.5122
0.254,0.0,0.746,0.5267
0.149,0.16,0.691,-0.0516
0.086,0.22,0.694,-0.765
0.062,0.28,0.658,-0.9313
0.0,0.0,1.0,0.0
0.1,0.183,0.717,-0.4767
0.138,0.148,0.714,-0.0516
0.0,0.691,0.309,-0.7717
0.168,0.2,0.632,-0.1531
0.29,0.243,0.467,-0.2942
0.256,0.395,0.349,-0.296
0.113,0.079,0.808,0.4245
0.103,0.222,0.675,-0.4588
0.038,0.261,0.701,-0.9246
0.0,0.355,0.645,-0.296
0.0,0.081,0.919,-0.4588
0.127,0.195,0.678,-0.5267
0.304,0.296,0.4,0.0258
0.236,0.0,0.764,0.4031
0.423,0.0,0.577,0.296
0.0,0.0,1.0,0.0
0.191,0.229,0.581,-0.4767
0.255,0.444,0.301,-0.6573
0.0,0.393,0.607,-0.8555
0.101,0.152,0.747,-0.2263
0.086,0.07,0.844,-0.0516
0.226,0.069,0.705,0.8316
0.0,0.352,0.648,-0.4215
0.0,0.139,0.861,-0.7783
0.0,0.364,0.636,-0.6486
0.0,0.0,1.0,0.0
0.283,0.0,0.717,0.3327
0.0,0.0,1.0,0.0
0.0,0.112,0.888,-0.4847
0.211,0.325,0.464,-0.5719
0.142,0.147,0.711,-0.0258
0.0,0.0,1.0,0.0
0.0,0.18,0.82,-0.296
0.0,0.281,0.719,-0.5994
0.0,0.094,0.906,-0.4767
0.137,0.0,0.863,0.4019
0.299,0.0,0.701,0.8042
0.0,0.227,0.773,-0.875
0.33,0.086,0.585,0.9337
0.08,0.466,0.454,-0.919
0.08,0.279,0.641,-0.8147
0.0,0.211,0.789,-0.3412
0.064,0.321,0.615,-0.8807
0.123,0.192,0.685,-0.5414
0.049,0.297,0.654,-0.9375
0.075,0.114,0.811,-0.4404
0.104,0.0,0.896,0.296
0.204,0.0,0.796,0.3182
0.0,0.286,0.714,-0.7783
0.053,0.194,0.753,-0.8176
0.034,0.224,0.742,-0.8126
0.0,0.306,0.694,-0.6597
0.11,0.083,0.806,0.0922
0.0,0.381,0.619,-0.5719
0.201,0.388,0.41,-0.7184
0.279,0.279,0.441,0.0
0.106,0.153,0.741,-0.204
0.0,0.106,0.894,-0.5267
0.133,0.108,0.759,-0.0516
0.255,0.0,0.745,0.7579
0.0,0.252,0.748,-0.7964
0.076,0.295,0.629,-0.9637
0.0,0.0,1.0,0.0
0.116,0.051,0.833,0.3759
0.202,0.0,0.798,0.8344
0.606,0.0,0.394,0.4717
0.0,0.472,0.528,-0.9578
0.049,0.274,0.677,-0.7906
0.221,0.0,0.779,0.8847
0.144,0.264,0.592,-0.8653
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.107,0.408,0.485,-0.6249
0.052,0.0,0.948,0.2411
0.114,0.049,0.837,0.4215
0.185,0.417,0.397,-0.5423
0.0,0.372,0.628,-0.7714
0.124,0.15,0.726,-0.1531
0.188,0.315,0.497,-0.836
0.276,0.0,0.724,0.9118
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.226,0.774,-0.8078
0.167,0.0,0.833,0.296
0.0,0.474,0.526,-0.5574
0.0,0.373,0.627,-0.8591
0.0,0.346,0.654,-0.5719
0.273,0.0,0.727,0.5233
0.0,0.302,0.698,-0.5994
0.0,0.264,0.736,-0.7269
0.173,0.126,0.701,0.0
0.116,0.438,0.446,-0.8731
0.115,0.0,0.885,0.1531
0.386,0.0,0.614,0.8934
0.208,0.296,0.496,-0.8806
0.238,0.101,0.661,0.4767
0.385,0.186,0.429,0.8714
0.126,0.0,0.874,0.0772
0.0,0.0,1.0,0.0
0.0,0.312,0.688,-0.7184
0.109,0.137,0.755,-0.2946
0.415,0.0,0.585,0.8381
0.304,0.0,0.696,0.5859
0.467,0.0,0.533,0.7906
0.209,0.269,0.522,-0.2023
0.161,0.186,0.653,-0.128
0.096,0.087,0.816,-0.1371
0.177,0.0,0.823,0.5334
0.0,0.531,0.469,-0.5267
0.18,0.0,0.82,0.431
0.199,0.108,0.693,0.242
0.0,0.113,0.887,-0.3182
0.407,0.095,0.498,0.5994
0.133,0.0,0.867,0.3182
0.0,0.0,1.0,0.0
0.0,0.348,0.652,-0.9042
0.042,0.186,0.772,-0.7096
0.0,0.278,0.722,-0.7717
0.149,0.23,0.621,-0.3182
0.037,0.146,0.817,-0.6583
0.073,0.104,0.822,-0.1935
0.069,0.109,0.823,-0.296
0.059,0.0,0.941,0.4404
0.215,0.0,0.785,0.6705
0.054,0.0,0.946,0.2732
0.149,0.0,0.851,0.4215
0.0,0.0,1.0,0.0
0.0,0.248,0.752,-0.872
0.064,0.181,0.755,-0.7178
0.033,0.148,0.818,-0.7579
0.327,0.0,0.673,0.5267
0.19,0.273,0.537,-0.8834
0.254,0.06,0.686,0.8625
0.037,0.141,0.822,-0.743
0.148,0.113,0.739,0.25
0.041,0.136,0.823,-0.4588
0.0,0.129,0.871,-0.5267
0.116,0.191,0.693,-0.3182
0.597,0.256,0.147,0.8834
0.21,0.0,0.79,0.8807
0.0,0.355,0.645,-0.872
0.402,0.443,0.155,-0.4215
0.0,0.0,1.0,0.0
0.0,0.436,0.564,-0.986
0.214,0.19,0.595,0.1027
0.0,0.531,0.469,-0.9403
0.167,0.076,0.758,0.34
0.0,0.042,0.958,-0.2382
0.143,0.236,0.621,-0.6124
0.191,0.264,0.545,-0.2023
0.1,0.183,0.717,-0.6619
0.04,0.214,0.745,-0.765
0.125,0.169,0.706,-0.0258
0.13,0.156,0.714,-0.3818
0.227,0.308,0.465,-0.1027
0.0,0.333,0.667,-0.5423
0.027,0.0,0.973,0.0772
0.0,0.465,0.535,-0.8867
0.0,0.234,0.766,-0.7003
0.0,0.0,1.0,0.0
0.322,0.0,0.678,0.5859
0.175,0.068,0.757,0.4833
0.26,0.319,0.421,-0.1779
0.203,0.116,0.681,0.3773
0.318,0.0,0.682,0.6369
0.0,0.521,0.479,-0.8225
0.282,0.201,0.517,0.1032
0.089,0.131,0.78,-0.2944
0.089,0.208,0.703,-0.5719
0.0,0.34,0.66,-0.9741
0.0,0.134,0.866,-0.4767
0.046,0.151,0.803,-0.7783
0.0,0.601,0.399,-0.9869
0.162,0.288,0.55,-0.7749
0.1,0.121,0.779,-0.0258
0.096,0.116,0.788,-0.2023
0.034,0.233,0.733,-0.9393
0.117,0.548,0.335,-0.8834
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.185,0.815,-0.3612
0.081,0.401,0.519,-0.9022
0.0,0.471,0.529,-0.836
0.156,0.326,0.519,-0.7093
0.0,0.213,0.787,-0.6808
0.269,0.09,0.641,0.7906
0.125,0.0,0.875,0.5719
0.309,0.154,0.537,0.5126
0.0,0.518,0.482,-0.9738
0.106,0.056,0.838,0.2263
0.118,0.173,0.709,-0.4939
0.041,0.218,0.741,-0.8779
0.095,0.0,0.905,0.2263
0.093,0.167,0.741,-0.6369
0.193,0.264,0.543,-0.2911
0.136,0.183,0.681,-0.4404
0.174,0.165,0.661,0.0534
0.0,0.438,0.562,-0.9786
0.0,0.291,0.709,-0.6249
0.057,0.273,0.67,-0.8664
0.0,0.238,0.762,-0.6494
0.0,0.0,1.0,0.0
0.289,0.128,0.583,0.4133
0.0,0.242,0.758,-0.7717
0.0,0.096,0.904,-0.2714
0.254,0.0,0.746,0.6249
0.286,0.193,0.521,0.2023
0.079,0.053,0.868,0.1027
0.118,0.0,0.882,0.5719
0.0,0.489,0.511,-0.9099
0.079,0.31,0.611,-0.9588
0.104,0.134,0.762,0.0
0.122,0.034,0.844,0.5523
0.026,0.252,0.722,-0.9403
0.289,0.0,0.711,0.5667
0.216,0.0,0.784,0.5106
0.154,0.203,0.643,-0.6486
0.055,0.195,0.75,-0.765
0.072,0.035,0.892,0.4215
0.119,0.266,0.615,-0.802
0.094,0.522,0.385,-0.8979
0.157,0.0,0.843,0.0772
0.263,0.124,0.613,0.7102
0.04,0.202,0.758,-0.8751
0.0,0.0,1.0,0.0
0.064,0.12,0.816,-0.4939
0.344,0.0,0.656,0.6369
0.16,0.0,0.84,0.7096
0.195,0.251,0.554,-0.6194
0.106,0.0,0.894,0.1531
0.045,0.0,0.955,0.1326
0.163,0.0,0.837,0.3252
0.24,0.212,0.548,0.0951
0.024,0.251,0.725,-0.9042
0.126,0.269,0.604,-0.3818
0.17,0.254,0.576,-0.4201
0.106,0.0,0.894,0.4939
0.551,0.0,0.449,0.8225
0.0,0.108,0.892,-0.5574
0.126,0.246,0.628,-0.5886
0.114,0.37,0.516,-0.9081
0.273,0.176,0.551,0.699
0.0,0.508,0.492,-0.4767
0.113,0.408,0.479,-0.743
0.184,0.264,0.552,-0.3182
0.0,0.317,0.683,-0.9246
0.201,0.315,0.484,-0.5789
0.091,0.0,0.909,0.0772
0.232,0.098,0.669,0.5267
0.285,0.137,0.578,0.2732
0.0,0.412,0.588,-0.5423
0.0,0.851,0.149,-0.9524
0.0,0.213,0.787,-0.5574
0.221,0.336,0.442,-0.3182
0.0,0.534,0.466,-0.9862
0.029,0.25,0.721,-0.8957
0.08,0.159,0.761,-0.5106
0.408,0.0,0.592,0.5334
0.279,0.412,0.31,-0.4588
0.102,0.297,0.601,-0.7579
0.029,0.174,0.797,-0.8211
0.0,0.559,0.441,-0.5859
0.074,0.105,0.82,-0.1531
0.245,0.114,0.64,0.765
0.206,0.0,0.794,0.3612
0.0,0.15,0.85,-0.2755
0.0,0.23,0.77,-0.8974
0.118,0.301,0.581,-0.8176
0.06,0.312,0.628,-0.9153
0.091,0.117,0.792,-0.3612
0.073,0.246,0.681,-0.8357
0.0,0.298,0.702,-0.836
0.051,0.437,0.512,-0.8957
0.209,0.0,0.791,0.4404
0.0,0.302,0.698,-0.3818
0.0,0.0,1.0,0.0
0.159,0.0,0.841,0.5267
0.191,0.084,0.725,0.4215
0.117,0.162,0.721,-0.0644
0.229,0.384,0.387,-0.7351
0.177,0.091,0.732,0.34
0.161,0.143,0.697,-0.0516
0.0,0.15,0.85,-0.6808
0.0,0.148,0.852,-0.6249
0.051,0.224,0.725,-0.8957
0.148,0.409,0.443,-0.743
0.056,0.099,0.845,-0.2023
0.159,0.0,0.841,0.3392
0.0,0.203,0.797,-0.624
0.253,0.169,0.578,0.2263
0.28,0.044,0.676,0.9363
0.0,0.0,1.0,0.0
0.153,0.149,0.698,0.0258
0.095,0.072,0.833,0.296
0.0,0.0,1.0,0.0
0.154,0.179,0.667,-0.1531
0.116,0.045,0.839,0.539
0.0,0.343,0.657,-0.872
0.084,0.0,0.916,0.5423
0.094,0.0,0.906,0.1154
0.0,0.292,0.708,-0.7351
0.0,0.0,1.0,0.0
0.143,0.0,0.857,0.5423
0.093,0.05,0.857,0.3612
0.161,0.11,0.728,0.3215
0.0,0.897,0.103,-0.8658
0.059,0.0,0.941,0.1779
0.047,0.242,0.712,-0.868
0.0,0.037,0.963,-0.1603
0.107,0.0,0.893,0.4767
0.0,0.0,1.0,0.0
0.138,0.06,0.803,0.5267
0.0,0.518,0.482,-0.6486
0.104,0.335,0.561,-0.765
0.206,0.123,0.672,0.4939
0.126,0.0,0.874,0.0772
0.194,0.24,0.565,-0.3187
0.0,0.288,0.712,-0.8884
0.136,0.09,0.774,0.0772
0.0,0.213,0.787,-0.5859
0.234,0.195,0.571,0.0772
0.0,0.0,1.0,0.0
0.0,0.183,0.817,-0.8225
0.103,0.0,0.897,0.128
0.128,0.213,0.66,-0.6133
0.0,0.604,0.396,-0.8795
0.0,0.354,0.646,-0.5095
0.102,0.143,0.754,-0.2827
0.0,0.432,0.568,-0.5859
0.074,0.069,0.857,0.0772
0.234,0.228,0.539,0.0258
0.14,0.298,0.562,-0.4215
0.094,0.0,0.906,0.3612
0.254,0.063,0.683,0.8916
0.0,0.35,0.65,-0.6486
0.245,0.0,0.755,0.0772
0.116,0.294,0.59,-0.9089
0.0,0.494,0.506,-0.8316
0.0,0.352,0.648,-0.8834
0.096,0.345,0.558,-0.7096
0.0,0.091,0.909,-0.3818
0.15,0.239,0.611,-0.3818
0.129,0.092,0.779,-0.0516
0.0,0.0,1.0,0.0
0.073,0.094,0.833,-0.2023
0.189,0.0,0.811,0.7845
0.0,0.0,1.0,0.0
0.0,0.246,0.754,-0.8176
0.0,0.34,0.66,-0.7717
0.096,0.101,0.803,-0.2946
0.0,0.0,1.0,0.0
0.0,0.46,0.54,-0.8261
0.111,0.301,0.588,-0.9314
0.0,0.0,1.0,0.0
0.066,0.114,0.82,-0.4215
0.0,0.485,0.515,-0.765
0.054,0.119,0.827,-0.6597
0.0,0.52,0.48,-0.9538
0.0,0.294,0.706,-0.7579
0.0,0.204,0.796,-0.6249
0.0,0.309,0.691,-0.9062
0.132,0.0,0.868,0.4404
0.024,0.168,0.808,-0.7885
0.11,0.058,0.831,0.3632
0.238,0.0,0.762,0.3612
0.149,0.0,0.851,0.2732
0.0,0.0,1.0,0.0
0.1,0.096,0.803,0.0258
0.056,0.25,0.694,-0.8555
0.102,0.453,0.445,-0.8357
0.135,0.281,0.585,-0.3612
0.184,0.289,0.526,-0.3818
0.128,0.293,0.579,-0.6597
0.16,0.085,0.755,0.296
0.291,0.11,0.599,0.7418
0.313,0.0,0.687,0.8948
0.172,0.376,0.452,-0.5423
0.062,0.199,0.739,-0.875
0.227,0.0,0.773,0.4767
0.122,0.117,0.762,0.0772
0.0,0.0,1.0,0.0
0.0,0.408,0.592,-0.9134
0.0,0.417,0.583,-0.6486
0.175,0.137,0.687,0.296
0.08,0.287,0.633,-0.7102
0.0,0.403,0.597,-0.8442
0.0,0.0,1.0,0.0
0.084,0.177,0.74,-0.5994
0.0,0.272,0.728,-0.6808
0.176,0.19,0.634,0.1779
0.048,0.179,0.773,-0.7964
0.0,0.464,0.536,-0.9403
0.506,0.0,0.494,0.8487
0.288,0.135,0.577,0.7906
0.088,0.111,0.801,-0.296
0.0,0.365,0.635,-0.8683
0.094,0.302,0.604,-0.7579
0.027,0.168,0.805,-0.743
0.39,0.147,0.463,0.743
0.0,0.0,1.0,0.0
0.093,0.33,0.577,-0.8625
0.0,0.683,0.317,-0.6486
0.0,0.0,1.0,0.0
0.158,0.146,0.695,0.128
0.029,0.151,0.82,-0.7579
0.189,0.037,0.774,0.7942
0.041,0.129,0.83,-0.7227
0.291,0.0,0.709,0.5719
0.17,0.397,0.433,-0.8558
0.0,0.798,0.202,-0.836
0.208,0.033,0.759,0.9118
